[I 2025-08-09 21:08:18,776] A new study created in memory with name: no-name-9a3cf3a5-d652-4a42-bfe3-7ac909280ec6
Mode-0 approx rank: 3/38
Estimated noise variance from mode-0: 0.0
Mode-1 approx rank: 6/20
Estimated noise variance from mode-1: 0.000177825332097206
Mode-2 approx rank: 5/24
Estimated noise variance from mode-2: 0.00023936783613024662
Mode-3 approx rank: 1/60
Estimated noise variance from mode-3: 9.580494086985005e-05

  0%|          | 0/500 [00:00<?, ?it/s]/mnt/ffs24/home/mondalra/Anomaly_Detection/src/proximal_ops/prox_overlapping_grouped_l21.py:405: UserWarning: Sparse CSR tensor support is in beta state. If you miss a functionality in the sparse tensor support, please submit a feature request to https://github.com/pytorch/pytorch/issues. (Triggered internally at /home/conda/feedstock_root/build_artifacts/libtorch_1742922447420/work/aten/src/ATen/SparseCsrTensorImpl.cpp:53.)
  G_ind = torch.sparse_csr_tensor(A_r.indptr, A_r.indices, A_r.data, device=device, dtype=dtype)

                                       
  0%|          | 0/500 [00:10<?, ?it/s]
  0%|          | 1/500 [00:10<1:29:02, 10.71s/it]
                                                 
  0%|          | 1/500 [00:19<1:29:02, 10.71s/it]
  0%|          | 2/500 [00:19<1:18:37,  9.47s/it]
                                                 
  0%|          | 2/500 [00:27<1:18:37,  9.47s/it]
  1%|          | 3/500 [00:27<1:14:53,  9.04s/it]
                                                 
 37%|███▋      | 183/500 [26:03<44:51,  8.49s/it]
                                                 

 37%|███▋      | 183/500 [26:11<44:51,  8.49s/it]
 37%|███▋      | 184/500 [26:11<44:44,  8.50s/it]
                                                 

 37%|███▋      | 184/500 [26:20<44:44,  8.50s/it]
 37%|███▋      | 185/500 [26:20<44:37,  8.50s/it]
                                                 

 37%|███▋      | 185/500 [26:28<44:37,  8.50s/it]
 37%|███▋      | 186/500 [26:28<44:30,  8.50s/it]
                                                 

 37%|███▋      | 186/500 [26:37<44:30,  8.50s/it]
 37%|███▋      | 187/500 [26:37<44:20,  8.50s/it]
                                                 

 37%|███▋      | 187/500 [26:45<44:20,  8.50s/it]
 38%|███▊      | 188/500 [26:45<44:10,  8.49s/it]
                                                 

 38%|███▊      | 188/500 [26:54<44:10,  8.49s/it]
 38%|███▊      | 189/500 [26:54<44:02,  8.50s/it]
                                                 

 38%|███▊      | 189/500 [27:02<44:02,  8.50s/it]
 38%|███▊      | 190/500 [27:02<43:56,  8.50s/it]
                                                 

 38%|███▊      | 190/500 [27:11<43:56,  8.50s/it]
 38%|███▊      | 191/500 [27:11<43:46,  8.50s/it]
                                                 

 38%|███▊      | 191/500 [27:19<43:46,  8.50s/it]
 38%|███▊      | 192/500 [27:19<43:34,  8.49s/it]
                                                 

 38%|███▊      | 192/500 [27:28<43:34,  8.49s/it]
 39%|███▊      | 193/500 [27:28<43:22,  8.48s/it]
                                                 

 39%|███▊      | 193/500 [27:36<43:22,  8.48s/it]
 39%|███▉      | 194/500 [27:36<43:15,  8.48s/it]
                                                 

 39%|███▉      | 194/500 [27:45<43:15,  8.48s/it]
 39%|███▉      | 195/500 [27:45<43:08,  8.49s/it]
                                                 

 39%|███▉      | 195/500 [27:53<43:08,  8.49s/it]
 39%|███▉      | 196/500 [27:53<43:00,  8.49s/it]
                                                 

 39%|███▉      | 196/500 [28:02<43:00,  8.49s/it]
 39%|███▉      | 197/500 [28:02<42:53,  8.49s/it]
                                                 

 39%|███▉      | 197/500 [28:10<42:53,  8.49s/it]
 40%|███▉      | 198/500 [28:10<42:45,  8.49s/it]
                                                 

 40%|███▉      | 198/500 [28:19<42:45,  8.49s/it]
 40%|███▉      | 199/500 [28:19<42:36,  8.49s/it]
                                                 

 40%|███▉      | 199/500 [28:27<42:36,  8.49s/it]
 40%|████      | 200/500 [28:27<42:23,  8.48s/it]
                                                 

 40%|████      | 200/500 [28:35<42:23,  8.48s/it]
 40%|████      | 201/500 [28:35<42:15,  8.48s/it]
                                                 

 40%|████      | 201/500 [28:44<42:15,  8.48s/it]
 40%|████      | 202/500 [28:44<42:08,  8.49s/it]
                                                 

 40%|████      | 202/500 [28:52<42:08,  8.49s/it]
 41%|████      | 203/500 [28:52<42:00,  8.49s/it]
                                                 

 41%|████      | 203/500 [29:01<42:00,  8.49s/it]
 41%|████      | 204/500 [29:01<41:52,  8.49s/it]
                                                 

 41%|████      | 204/500 [29:09<41:52,  8.49s/it]
 41%|████      | 205/500 [29:09<41:44,  8.49s/it]
                                                 

 41%|████      | 205/500 [29:18<41:44,  8.49s/it]
 41%|████      | 206/500 [29:18<41:45,  8.52s/it]
                                                 

 41%|████      | 206/500 [29:27<41:45,  8.52s/it]
 41%|████▏     | 207/500 [29:27<41:34,  8.51s/it]
                                                 

 41%|████▏     | 207/500 [29:35<41:34,  8.51s/it]
 42%|████▏     | 208/500 [29:35<41:24,  8.51s/it]
                                                 

 42%|████▏     | 208/500 [29:43<41:24,  8.51s/it]
 42%|████▏     | 209/500 [29:43<41:10,  8.49s/it]
                                                 

 42%|████▏     | 209/500 [29:52<41:10,  8.49s/it]
 42%|████▏     | 210/500 [29:52<41:04,  8.50s/it]
                                                 

 42%|████▏     | 210/500 [30:00<41:04,  8.50s/it]
 42%|████▏     | 211/500 [30:00<40:53,  8.49s/it]
                                                 

 42%|████▏     | 211/500 [30:09<40:53,  8.49s/it]
 42%|████▏     | 212/500 [30:09<40:41,  8.48s/it]
                                                 

 42%|████▏     | 212/500 [30:17<40:41,  8.48s/it]
 43%|████▎     | 213/500 [30:17<40:33,  8.48s/it]
                                                 

 43%|████▎     | 213/500 [30:26<40:33,  8.48s/it]
 43%|████▎     | 214/500 [30:26<40:27,  8.49s/it]
                                                 

 43%|████▎     | 214/500 [30:34<40:27,  8.49s/it]
 43%|████▎     | 215/500 [30:34<40:19,  8.49s/it]
                                                 

 43%|████▎     | 215/500 [30:43<40:19,  8.49s/it]
 43%|████▎     | 216/500 [30:43<40:11,  8.49s/it]
                                                 

 43%|████▎     | 216/500 [30:51<40:11,  8.49s/it]
 43%|████▎     | 217/500 [30:51<40:03,  8.49s/it]
                                                 

 43%|████▎     | 217/500 [31:00<40:03,  8.49s/it]
 44%|████▎     | 218/500 [31:00<39:57,  8.50s/it]
                                                 

 44%|████▎     | 218/500 [31:08<39:57,  8.50s/it]
 44%|████▍     | 219/500 [31:08<39:49,  8.50s/it]
                                                 

 44%|████▍     | 219/500 [31:17<39:49,  8.50s/it]
 44%|████▍     | 220/500 [31:17<39:41,  8.50s/it]
                                                 

 44%|████▍     | 220/500 [31:25<39:41,  8.50s/it]
 44%|████▍     | 221/500 [31:25<39:31,  8.50s/it]
                                                 

 44%|████▍     | 221/500 [31:34<39:31,  8.50s/it]
 44%|████▍     | 222/500 [31:34<39:23,  8.50s/it]
                                                 

 44%|████▍     | 222/500 [31:42<39:23,  8.50s/it]
 45%|████▍     | 223/500 [31:42<39:14,  8.50s/it]
                                                 

 45%|████▍     | 223/500 [31:51<39:14,  8.50s/it]
 45%|████▍     | 224/500 [31:51<39:05,  8.50s/it]
                                                 

 45%|████▍     | 224/500 [31:59<39:05,  8.50s/it]
 45%|████▌     | 225/500 [31:59<38:56,  8.50s/it]
                                                 

 45%|████▌     | 225/500 [32:08<38:56,  8.50s/it]
 45%|████▌     | 226/500 [32:08<38:49,  8.50s/it]
                                                 

 45%|████▌     | 226/500 [32:16<38:49,  8.50s/it]
 45%|████▌     | 227/500 [32:16<38:40,  8.50s/it]
                                                 

 45%|████▌     | 227/500 [32:25<38:40,  8.50s/it]
 46%|████▌     | 228/500 [32:25<38:31,  8.50s/it]
                                                 

 46%|████▌     | 228/500 [32:33<38:31,  8.50s/it]
 46%|████▌     | 229/500 [32:33<38:21,  8.49s/it]
                                                 

 46%|████▌     | 229/500 [32:42<38:21,  8.49s/it]
 46%|████▌     | 230/500 [32:42<38:11,  8.49s/it]
                                                 

 46%|████▌     | 230/500 [32:50<38:11,  8.49s/it]
 46%|████▌     | 231/500 [32:50<38:03,  8.49s/it]
                                                 

 46%|████▌     | 231/500 [32:59<38:03,  8.49s/it]
 46%|████▋     | 232/500 [32:59<37:54,  8.49s/it]
                                                 

 46%|████▋     | 232/500 [33:07<37:54,  8.49s/it]
 47%|████▋     | 233/500 [33:07<37:46,  8.49s/it]
                                                 

 47%|████▋     | 233/500 [33:16<37:46,  8.49s/it]
 47%|████▋     | 234/500 [33:16<37:39,  8.49s/it]
                                                 

 47%|████▋     | 234/500 [33:24<37:39,  8.49s/it]
 47%|████▋     | 235/500 [33:24<37:31,  8.50s/it]
                                                 

 47%|████▋     | 235/500 [33:33<37:31,  8.50s/it]
 47%|████▋     | 236/500 [33:33<37:20,  8.49s/it]
                                                 

 47%|████▋     | 236/500 [33:41<37:20,  8.49s/it]
 47%|████▋     | 237/500 [33:41<37:12,  8.49s/it]
                                                 

 47%|████▋     | 237/500 [33:50<37:12,  8.49s/it]
 48%|████▊     | 238/500 [33:50<37:05,  8.49s/it]
                                                 

 48%|████▊     | 238/500 [33:58<37:05,  8.49s/it]
 48%|████▊     | 239/500 [33:58<36:56,  8.49s/it]
                                                 

 48%|████▊     | 239/500 [34:07<36:56,  8.49s/it]
 48%|████▊     | 240/500 [34:07<36:50,  8.50s/it]
                                                 

 48%|████▊     | 240/500 [34:15<36:50,  8.50s/it]
 48%|████▊     | 241/500 [34:15<36:41,  8.50s/it]
                                                 

 48%|████▊     | 241/500 [34:24<36:41,  8.50s/it]
 48%|████▊     | 242/500 [34:24<36:33,  8.50s/it]
                                                 

 48%|████▊     | 242/500 [34:32<36:33,  8.50s/it]
 49%|████▊     | 243/500 [34:32<36:24,  8.50s/it]
                                                 

 49%|████▊     | 243/500 [34:41<36:24,  8.50s/it]
 49%|████▉     | 244/500 [34:41<36:16,  8.50s/it]
                                                 

 49%|████▉     | 244/500 [34:49<36:16,  8.50s/it]
 49%|████▉     | 245/500 [34:49<36:06,  8.50s/it]
                                                 

 49%|████▉     | 245/500 [34:58<36:06,  8.50s/it]
 49%|████▉     | 246/500 [34:58<35:55,  8.49s/it]
                                                 

 49%|████▉     | 246/500 [35:06<35:55,  8.49s/it]
 49%|████▉     | 247/500 [35:06<35:48,  8.49s/it]
                                                 

 49%|████▉     | 247/500 [35:15<35:48,  8.49s/it]
 50%|████▉     | 248/500 [35:15<35:40,  8.50s/it]
                                                 

 50%|████▉     | 248/500 [35:23<35:40,  8.50s/it]
 50%|████▉     | 249/500 [35:23<35:32,  8.50s/it]
                                                 

 50%|████▉     | 249/500 [35:32<35:32,  8.50s/it]
 50%|█████     | 250/500 [35:32<35:22,  8.49s/it]
                                                 

 50%|█████     | 250/500 [35:40<35:22,  8.49s/it]
 50%|█████     | 251/500 [35:40<35:15,  8.49s/it]
                                                 

 50%|█████     | 251/500 [35:49<35:15,  8.49s/it]
 50%|█████     | 252/500 [35:49<35:11,  8.51s/it]
                                                 

 50%|█████     | 252/500 [35:57<35:11,  8.51s/it]
 51%|█████     | 253/500 [35:57<34:56,  8.49s/it]
                                                 

 51%|█████     | 253/500 [36:06<34:56,  8.49s/it]
 51%|█████     | 254/500 [36:06<34:46,  8.48s/it]
                                                 

 51%|█████     | 254/500 [36:14<34:46,  8.48s/it]
 51%|█████     | 255/500 [36:14<34:36,  8.48s/it]
                                                 

 51%|█████     | 255/500 [36:23<34:36,  8.48s/it]
 51%|█████     | 256/500 [36:23<34:27,  8.47s/it]
                                                 

 51%|█████     | 256/500 [36:31<34:27,  8.47s/it]
 51%|█████▏    | 257/500 [36:31<34:17,  8.47s/it]
                                                 

 51%|█████▏    | 257/500 [36:40<34:17,  8.47s/it]
 52%|█████▏    | 258/500 [36:40<34:11,  8.48s/it]
                                                 

 52%|█████▏    | 258/500 [36:48<34:11,  8.48s/it]
 52%|█████▏    | 259/500 [36:48<34:05,  8.49s/it]
                                                 

 52%|█████▏    | 259/500 [36:57<34:05,  8.49s/it]
 52%|█████▏    | 260/500 [36:57<33:55,  8.48s/it]
                                                 

 52%|█████▏    | 260/500 [37:05<33:55,  8.48s/it]
 52%|█████▏    | 261/500 [37:05<33:48,  8.49s/it]
                                                 

 52%|█████▏    | 261/500 [37:14<33:48,  8.49s/it]
 52%|█████▏    | 262/500 [37:14<33:42,  8.50s/it]
                                                 

 52%|█████▏    | 262/500 [37:22<33:42,  8.50s/it]
 53%|█████▎    | 263/500 [37:22<33:33,  8.50s/it]
                                                 

 53%|█████▎    | 263/500 [37:31<33:33,  8.50s/it]
 53%|█████▎    | 264/500 [37:31<33:22,  8.49s/it]
                                                 

 53%|█████▎    | 264/500 [37:39<33:22,  8.49s/it]
 53%|█████▎    | 265/500 [37:39<33:11,  8.47s/it]
                                                 

 53%|█████▎    | 265/500 [37:47<33:11,  8.47s/it]
 53%|█████▎    | 266/500 [37:47<33:02,  8.47s/it]
                                                 

 53%|█████▎    | 266/500 [37:56<33:02,  8.47s/it]
 53%|█████▎    | 267/500 [37:56<32:55,  8.48s/it]
                                                 

 53%|█████▎    | 267/500 [38:04<32:55,  8.48s/it]
 54%|█████▎    | 268/500 [38:04<32:49,  8.49s/it]
                                                 

 54%|█████▎    | 268/500 [38:13<32:49,  8.49s/it]
 54%|█████▍    | 269/500 [38:13<32:41,  8.49s/it]
                                                 

 54%|█████▍    | 269/500 [38:21<32:41,  8.49s/it]
 54%|█████▍    | 270/500 [38:21<32:34,  8.50s/it]
                                                 

 54%|█████▍    | 270/500 [38:30<32:34,  8.50s/it]
 54%|█████▍    | 271/500 [38:30<32:26,  8.50s/it]
                                                 

 54%|█████▍    | 271/500 [38:38<32:26,  8.50s/it]
 54%|█████▍    | 272/500 [38:38<32:17,  8.50s/it]
                                                 

 54%|█████▍    | 272/500 [38:47<32:17,  8.50s/it]
 55%|█████▍    | 273/500 [38:47<32:10,  8.50s/it]
                                                 

 55%|█████▍    | 273/500 [38:55<32:10,  8.50s/it]
 55%|█████▍    | 274/500 [38:55<32:00,  8.50s/it]
                                                 

 55%|█████▍    | 274/500 [39:04<32:00,  8.50s/it]
 55%|█████▌    | 275/500 [39:04<31:52,  8.50s/it]
                                                 

 55%|█████▌    | 275/500 [39:12<31:52,  8.50s/it]
 55%|█████▌    | 276/500 [39:12<31:44,  8.50s/it]
                                                 

 55%|█████▌    | 276/500 [39:21<31:44,  8.50s/it]
 55%|█████▌    | 277/500 [39:21<31:35,  8.50s/it]
                                                 

 55%|█████▌    | 277/500 [39:29<31:35,  8.50s/it]
 56%|█████▌    | 278/500 [39:29<31:27,  8.50s/it]
                                                 

 56%|█████▌    | 278/500 [39:38<31:27,  8.50s/it]
 56%|█████▌    | 279/500 [39:38<31:18,  8.50s/it]
                                                 

 56%|█████▌    | 279/500 [39:46<31:18,  8.50s/it]
 56%|█████▌    | 280/500 [39:46<31:07,  8.49s/it]
                                                 

 56%|█████▌    | 280/500 [39:55<31:07,  8.49s/it]
 56%|█████▌    | 281/500 [39:55<30:58,  8.49s/it]
                                                 

 56%|█████▌    | 281/500 [40:04<30:58,  8.49s/it]
 56%|█████▋    | 282/500 [40:04<30:58,  8.52s/it]
                                                 

 56%|█████▋    | 282/500 [40:12<30:58,  8.52s/it]
 57%|█████▋    | 283/500 [40:12<30:48,  8.52s/it]
                                                 

 57%|█████▋    | 283/500 [40:21<30:48,  8.52s/it]
 57%|█████▋    | 284/500 [40:21<30:38,  8.51s/it]
                                                 

 57%|█████▋    | 284/500 [40:29<30:38,  8.51s/it]
 57%|█████▋    | 285/500 [40:29<30:28,  8.50s/it]
                                                 

 57%|█████▋    | 285/500 [40:37<30:28,  8.50s/it]
 57%|█████▋    | 286/500 [40:37<30:16,  8.49s/it]
                                                 

 57%|█████▋    | 286/500 [40:46<30:16,  8.49s/it]
 57%|█████▋    | 287/500 [40:46<30:09,  8.50s/it]
                                                 

 57%|█████▋    | 287/500 [40:54<30:09,  8.50s/it]
 58%|█████▊    | 288/500 [40:54<30:00,  8.49s/it]
                                                 

 58%|█████▊    | 288/500 [41:03<30:00,  8.49s/it]
 58%|█████▊    | 289/500 [41:03<29:52,  8.49s/it]
                                                 

 58%|█████▊    | 289/500 [41:11<29:52,  8.49s/it]
 58%|█████▊    | 290/500 [41:11<29:44,  8.50s/it]
                                                 

 58%|█████▊    | 290/500 [41:20<29:44,  8.50s/it]
 58%|█████▊    | 291/500 [41:20<29:35,  8.50s/it]
                                                 

 58%|█████▊    | 291/500 [41:28<29:35,  8.50s/it]
 58%|█████▊    | 292/500 [41:28<29:27,  8.50s/it]
                                                 

 58%|█████▊    | 292/500 [41:37<29:27,  8.50s/it]
 59%|█████▊    | 293/500 [41:37<29:17,  8.49s/it]
                                                 

 59%|█████▊    | 293/500 [41:45<29:17,  8.49s/it]
 59%|█████▉    | 294/500 [41:45<29:07,  8.48s/it]
                                                 

 59%|█████▉    | 294/500 [41:54<29:07,  8.48s/it]
 59%|█████▉    | 295/500 [41:54<28:59,  8.48s/it]
                                                 

 59%|█████▉    | 295/500 [42:02<28:59,  8.48s/it]
 59%|█████▉    | 296/500 [42:02<28:52,  8.49s/it]
                                                 

 59%|█████▉    | 296/500 [42:11<28:52,  8.49s/it]
 59%|█████▉    | 297/500 [42:11<28:44,  8.49s/it]
                                                 

 59%|█████▉    | 297/500 [42:19<28:44,  8.49s/it]
 60%|█████▉    | 298/500 [42:19<28:36,  8.50s/it]
                                                 

 60%|█████▉    | 298/500 [42:28<28:36,  8.50s/it]
 60%|█████▉    | 299/500 [42:28<28:28,  8.50s/it]
                                                 

 60%|█████▉    | 299/500 [42:36<28:28,  8.50s/it]
 60%|██████    | 300/500 [42:36<28:17,  8.49s/it]
                                                 

 60%|██████    | 300/500 [42:45<28:17,  8.49s/it]
 60%|██████    | 301/500 [42:45<28:06,  8.48s/it]
                                                 

 60%|██████    | 301/500 [42:53<28:06,  8.48s/it]
 60%|██████    | 302/500 [42:53<27:59,  8.48s/it]
                                                 

 60%|██████    | 302/500 [43:02<27:59,  8.48s/it]
 61%|██████    | 303/500 [43:02<27:51,  8.49s/it]
                                                 

 61%|██████    | 303/500 [43:10<27:51,  8.49s/it]
 61%|██████    | 304/500 [43:10<27:42,  8.48s/it]
                                                 

 61%|██████    | 304/500 [43:19<27:42,  8.48s/it]
 61%|██████    | 305/500 [43:19<27:35,  8.49s/it]
                                                 

 61%|██████    | 305/500 [43:27<27:35,  8.49s/it]
 61%|██████    | 306/500 [43:27<27:26,  8.49s/it]
                                                 

 61%|██████    | 306/500 [43:36<27:26,  8.49s/it]
 61%|██████▏   | 307/500 [43:36<27:18,  8.49s/it]
                                                 

 61%|██████▏   | 307/500 [43:44<27:18,  8.49s/it]
 62%|██████▏   | 308/500 [43:44<27:11,  8.50s/it]
                                                 

 62%|██████▏   | 308/500 [43:53<27:11,  8.50s/it]
 62%|██████▏   | 309/500 [43:53<27:02,  8.49s/it]
                                                 

 62%|██████▏   | 309/500 [44:01<27:02,  8.49s/it]
 62%|██████▏   | 310/500 [44:01<26:52,  8.48s/it]
                                                 

 62%|██████▏   | 310/500 [44:10<26:52,  8.48s/it]
 62%|██████▏   | 311/500 [44:10<26:41,  8.47s/it]
                                                 

 62%|██████▏   | 311/500 [44:18<26:41,  8.47s/it]
 62%|██████▏   | 312/500 [44:18<26:31,  8.46s/it]
                                                 

 62%|██████▏   | 312/500 [44:27<26:31,  8.46s/it]
 63%|██████▎   | 313/500 [44:27<26:24,  8.47s/it]
                                                 

 63%|██████▎   | 313/500 [44:35<26:24,  8.47s/it]
 63%|██████▎   | 314/500 [44:35<26:17,  8.48s/it]
                                                 

 63%|██████▎   | 314/500 [44:44<26:17,  8.48s/it]
 63%|██████▎   | 315/500 [44:44<26:10,  8.49s/it]
                                                 

 63%|██████▎   | 315/500 [44:52<26:10,  8.49s/it]
 63%|██████▎   | 316/500 [44:52<26:03,  8.50s/it]
                                                 

 63%|██████▎   | 316/500 [45:01<26:03,  8.50s/it]
 63%|██████▎   | 317/500 [45:01<25:53,  8.49s/it]
                                                 

 63%|██████▎   | 317/500 [45:09<25:53,  8.49s/it]
 64%|██████▎   | 318/500 [45:09<25:48,  8.51s/it]
                                                 

 64%|██████▎   | 318/500 [45:18<25:48,  8.51s/it]
 64%|██████▍   | 319/500 [45:18<25:39,  8.51s/it]
                                                 

 64%|██████▍   | 319/500 [45:26<25:39,  8.51s/it]
 64%|██████▍   | 320/500 [45:26<25:30,  8.50s/it]
                                                 

 64%|██████▍   | 320/500 [45:35<25:30,  8.50s/it]
 64%|██████▍   | 321/500 [45:35<25:19,  8.49s/it]
                                                 

 64%|██████▍   | 321/500 [45:43<25:19,  8.49s/it]
 64%|██████▍   | 322/500 [45:43<25:11,  8.49s/it]
                                                 

 64%|██████▍   | 322/500 [45:52<25:11,  8.49s/it]
 65%|██████▍   | 323/500 [45:52<25:01,  8.48s/it]
                                                 

 65%|██████▍   | 323/500 [46:00<25:01,  8.48s/it]
 65%|██████▍   | 324/500 [46:00<24:52,  8.48s/it]
                                                 

 65%|██████▍   | 324/500 [46:09<24:52,  8.48s/it]
 65%|██████▌   | 325/500 [46:09<24:44,  8.48s/it]
                                                 

 65%|██████▌   | 325/500 [46:17<24:44,  8.48s/it]
 65%|██████▌   | 326/500 [46:17<24:37,  8.49s/it]
                                                 

 65%|██████▌   | 326/500 [46:26<24:37,  8.49s/it]
 65%|██████▌   | 327/500 [46:26<24:28,  8.49s/it]
                                                 

 65%|██████▌   | 327/500 [46:34<24:28,  8.49s/it]
 66%|██████▌   | 328/500 [46:34<24:20,  8.49s/it]
                                                 

 66%|██████▌   | 328/500 [46:43<24:20,  8.49s/it]
 66%|██████▌   | 329/500 [46:43<24:11,  8.49s/it]
                                                 

 66%|██████▌   | 329/500 [46:51<24:11,  8.49s/it]
 66%|██████▌   | 330/500 [46:51<24:03,  8.49s/it]
                                                 

 66%|██████▌   | 330/500 [46:59<24:03,  8.49s/it]
 66%|██████▌   | 331/500 [46:59<23:54,  8.49s/it]
                                                 

 66%|██████▌   | 331/500 [47:08<23:54,  8.49s/it]
 66%|██████▋   | 332/500 [47:08<23:46,  8.49s/it]
                                                 

 66%|██████▋   | 332/500 [47:16<23:46,  8.49s/it]
 67%|██████▋   | 333/500 [47:16<23:38,  8.49s/it]
                                                 

 67%|██████▋   | 333/500 [47:25<23:38,  8.49s/it]
 67%|██████▋   | 334/500 [47:25<23:29,  8.49s/it]
                                                 

 67%|██████▋   | 334/500 [47:33<23:29,  8.49s/it]
 67%|██████▋   | 335/500 [47:33<23:21,  8.49s/it]
                                                 

 67%|██████▋   | 335/500 [47:42<23:21,  8.49s/it]
 67%|██████▋   | 336/500 [47:42<23:13,  8.50s/it]
                                                 

 67%|██████▋   | 336/500 [47:50<23:13,  8.50s/it]
 67%|██████▋   | 337/500 [47:50<23:04,  8.50s/it]
                                                 

 67%|██████▋   | 337/500 [47:59<23:04,  8.50s/it]
 68%|██████▊   | 338/500 [47:59<22:55,  8.49s/it]
                                                 

 68%|██████▊   | 338/500 [48:07<22:55,  8.49s/it]
 68%|██████▊   | 339/500 [48:07<22:47,  8.49s/it]
                                                 

 68%|██████▊   | 339/500 [48:16<22:47,  8.49s/it]
 68%|██████▊   | 340/500 [48:16<22:39,  8.49s/it]
                                                 

 68%|██████▊   | 340/500 [48:24<22:39,  8.49s/it]
 68%|██████▊   | 341/500 [48:24<22:29,  8.49s/it]
                                                 

 68%|██████▊   | 341/500 [48:33<22:29,  8.49s/it]
 68%|██████▊   | 342/500 [48:33<22:21,  8.49s/it]
                                                 

 68%|██████▊   | 342/500 [48:41<22:21,  8.49s/it]
 69%|██████▊   | 343/500 [48:41<22:14,  8.50s/it]
                                                 

 69%|██████▊   | 343/500 [48:50<22:14,  8.50s/it]
 69%|██████▉   | 344/500 [48:50<22:05,  8.50s/it]
                                                 

 69%|██████▉   | 344/500 [48:58<22:05,  8.50s/it]
 69%|██████▉   | 345/500 [48:58<21:55,  8.48s/it]
                                                 

 69%|██████▉   | 345/500 [49:07<21:55,  8.48s/it]
 69%|██████▉   | 346/500 [49:07<21:45,  8.48s/it]
                                                 

 69%|██████▉   | 346/500 [49:15<21:45,  8.48s/it]
 69%|██████▉   | 347/500 [49:15<21:35,  8.47s/it]
                                                 

 69%|██████▉   | 347/500 [49:24<21:35,  8.47s/it]
 70%|██████▉   | 348/500 [49:24<21:26,  8.46s/it]
                                                 

 70%|██████▉   | 348/500 [49:32<21:26,  8.46s/it]
 70%|██████▉   | 349/500 [49:32<21:24,  8.51s/it]
                                                 

 70%|██████▉   | 349/500 [49:41<21:24,  8.51s/it]
 70%|███████   | 350/500 [49:41<21:16,  8.51s/it]
                                                 

 70%|███████   | 350/500 [49:49<21:16,  8.51s/it]
 70%|███████   | 351/500 [49:49<21:07,  8.51s/it]
                                                 

 70%|███████   | 351/500 [49:58<21:07,  8.51s/it]
 70%|███████   | 352/500 [49:58<20:58,  8.51s/it]
                                                 

 70%|███████   | 352/500 [50:06<20:58,  8.51s/it]
 71%|███████   | 353/500 [50:06<20:49,  8.50s/it]
                                                 

 71%|███████   | 353/500 [50:15<20:49,  8.50s/it]
 71%|███████   | 354/500 [50:15<20:41,  8.50s/it]
                                                 

 71%|███████   | 354/500 [50:23<20:41,  8.50s/it]
 71%|███████   | 355/500 [50:23<20:33,  8.51s/it]
                                                 

 71%|███████   | 355/500 [50:32<20:33,  8.51s/it]
 71%|███████   | 356/500 [50:32<20:25,  8.51s/it]
                                                 

 71%|███████   | 356/500 [50:40<20:25,  8.51s/it]
 71%|███████▏  | 357/500 [50:40<20:16,  8.51s/it]
                                                 

 71%|███████▏  | 357/500 [50:49<20:16,  8.51s/it]
 72%|███████▏  | 358/500 [50:49<20:08,  8.51s/it]
                                                 

 72%|███████▏  | 358/500 [50:57<20:08,  8.51s/it]
 72%|███████▏  | 359/500 [50:57<19:57,  8.50s/it]
                                                 

 72%|███████▏  | 359/500 [51:06<19:57,  8.50s/it]
 72%|███████▏  | 360/500 [51:06<19:49,  8.50s/it]
                                                 

 72%|███████▏  | 360/500 [51:14<19:49,  8.50s/it]
 72%|███████▏  | 361/500 [51:14<19:41,  8.50s/it]
                                                 

 72%|███████▏  | 361/500 [51:23<19:41,  8.50s/it]
 72%|███████▏  | 362/500 [51:23<19:32,  8.50s/it]
                                                 

 72%|███████▏  | 362/500 [51:31<19:32,  8.50s/it]
 73%|███████▎  | 363/500 [51:31<19:21,  8.48s/it]
                                                 

 73%|███████▎  | 363/500 [51:40<19:21,  8.48s/it]
 73%|███████▎  | 364/500 [51:40<19:12,  8.47s/it]
                                                 

 73%|███████▎  | 364/500 [51:48<19:12,  8.47s/it]
 73%|███████▎  | 365/500 [51:48<19:02,  8.47s/it]
                                                 

 73%|███████▎  | 365/500 [51:57<19:02,  8.47s/it]
 73%|███████▎  | 366/500 [51:57<18:55,  8.47s/it]
                                                 

 73%|███████▎  | 366/500 [52:05<18:55,  8.47s/it]
 73%|███████▎  | 367/500 [52:05<18:46,  8.47s/it]
                                                 

 73%|███████▎  | 367/500 [52:14<18:46,  8.47s/it]
 74%|███████▎  | 368/500 [52:14<18:39,  8.48s/it]
                                                 

 74%|███████▎  | 368/500 [52:22<18:39,  8.48s/it]
 74%|███████▍  | 369/500 [52:22<18:31,  8.49s/it]
                                                 

 74%|███████▍  | 369/500 [52:31<18:31,  8.49s/it]
 74%|███████▍  | 370/500 [52:31<18:24,  8.49s/it]
                                                 

 74%|███████▍  | 370/500 [52:39<18:24,  8.49s/it]
